,f,Omega_lim,Omega_noise
1183,0.009098703015297725,9.309868958577485e-14,1.4448346111952212e-10
1184,0.009151256753611732,9.417726400103786e-14,1.4714855937314893e-10
1185,0.009204114040179392,9.5268334003236e-14,1.4986614364735237e-10
1186,0.009257276628283061,9.637204435724644e-14,1.5263729513386047e-10
1187,0.009310746281331985,9.748854150508816e-14,1.5546311878576368e-10
1188,0.009364524772920803,9.890691952323745e-14,1.5834474387487013e-10
1189,0.009418613886888331,1.0063068471830757e-13,1.6128332456295769e-10
1190,0.009473015417376798,1.0238449196161923e-13,1.6428004048729613e-10
1191,0.009527731168891312,1.0416886483066714e-13,1.673360973608039e-10
1192,0.009582762956359731,1.0598433602793636e-13,1.7045272758723087e-10
1193,0.009638112605192865,1.0783144753993377e-13,1.7363119089176057e-10
1194,0.009693781951345019,1.0971075079899137e-13,1.7687277496743758e-10
1195,0.009749772841374908,1.1162280684789016e-13,1.8017879613783961e-10
1196,0.00980608713250686,1.1356818650735088e-13,1.8355060003641592e-10
1197,0.009862726692692489,1.1554747054644792e-13,1.8698956230294656e-10
1198,0.009919693400672615,1.1756124985598923e-13,1.9049708929755848e-10
1199,0.009976989146039582,1.1961012562491946e-13,1.9407461883277395e-10
1200,0.010034615829299943,1.2169470951979806e-13,1.977236209240668e-10
1201,0.010092575361937507,1.2381562386740463e-13,2.0144559855941598e-10
1202,0.010150869666476737,1.259735018405268e-13,2.0524208848836192e-10
1203,0.01020950067654649,1.2816898764698523e-13,2.0911466203108064e-10
1204,0.01026847033694422,1.3040273672195603e-13,2.130649259080176e-10
1205,0.010327780603700442,1.3267541592364113e-13,2.170945230906149e-10
1206,0.010387433444143614,1.3498770373235093e-13,2.2120513367370328e-10
1207,0.010447430836965413,1.373402904530564e-13,2.253984757701362e-10
1208,0.010507774772286356,1.3973387842147136e-13,2.2967630642825557e-10
1209,0.010568467251721822,1.421691822137257e-13,2.3404042257280277e-10
1210,0.010629510288448413,1.4464692885969243e-13,2.3849266196989757e-10
1211,0.010690905907270783,1.4716785806003553e-13,2.4303490421674006e-10
1212,0.010752656144688772,1.4973272240703717e-13,2.476690717566822e-10
1213,0.010814763048964953,1.523422876092747e-13,2.5239713092036133e-10
1214,0.010877228680192584,1.5499733272021387e-13,2.572210929935911e-10
1215,0.010940055110363946,1.5769865037078614e-13,2.6214301531273024e-10
1216,0.011003244423439034,1.6044704700601667e-13,2.671650023882605e-10
1217,0.011066798715414744,1.6324334312578184e-13,2.722892070573509e-10
1218,0.011130720094394348,1.6608837352975681e-13,2.775178316661654e-10
1219,0.011195010680657442,1.6898298756663546e-13,2.828531292827353e-10
1220,0.011259672606730272,1.7192804938769343e-13,2.8829740494121134e-10
1221,0.011324708017456461,1.749244382047687e-13,2.9385301691834456e-10
1222,0.011390119070068183,1.7797304855274126e-13,2.9952237804307226e-10
1223,0.011455907934257655,1.8107479055658213e-13,3.053079570400907e-10
1224,0.011522076792249187,1.8423059020306413e-13,3.11212279908359e-10
1225,0.011588627838871513,1.874413896172007e-13,3.17237931335453e-10
1226,0.01165556328163061,1.907081473435071e-13,3.2338755614876204e-10
1227,0.011722885340782922,1.940318386321617e-13,3.2966386080451985e-10
1228,0.011790596249408999,1.9741345573015454e-13,3.360696149156985e-10
1229,0.011858698253487588,2.008540081775114e-13,3.426076528198253e-10
1230,0.011927193611970083,2.0435452310867737e-13,3.4928087518780053e-10
1231,0.011996084596855526,2.0791604555915805e-13,3.560922506748499e-10
1232,0.012065373493265913,2.1153963877749987e-13,3.6304481761473747e-10
1233,0.012135062599522024,2.1522638454271094e-13,3.701416857584399e-10
1234,0.012205154227219637,2.1897738348721174e-13,3.7738603805848175e-10
1235,0.01227565070130623,2.2279375542541748e-13,3.847811325001894e-10
1236,0.012346554360158041,2.2667663968804042e-13,3.923303039811343e-10
1237,0.012417867555657719,2.306271954622286e-13,4.0003696624010744e-10
1238,0.01248959265327227,2.346466021376232e-13,4.079046138369518e-10
1239,0.012561732032131552,2.3873605965845193e-13,4.15936824184671e-10
1240,0.012634288085107168,2.42896788881757e-13,4.2413725963523593e-10
1241,0.012707263218891858,2.4713003194186756e-13,4.325096696205698e-10
1242,0.012780659854079333,2.514370526212241e-13,4.410578928502274e-10
1243,0.012854480425244516,2.5581913672766173e-13,4.4978585956731575e-10
1244,0.012928727381024371,2.60277592478277e-13,4.5869759386428657e-10
1245,0.013003403184199082,2.648137508899773e-13,4.677972160602196e-10
1246,0.013078510311773745,2.694289661768397e-13,4.770889451413077e-10
1247,0.013154051255060544,2.7412461615439507e-13,4.865771012662875e-10
1248,0.013230028519761372,2.789021026509579e-13,4.962661083386019e-10
1249,0.013306444626050977,2.8376285192612593e-13,5.061604966471491e-10
1250,0.013383302108660487,2.8870831509656833e-13,5.162649055774925e-10
1251,0.013460603516961574,2.9373996856924453e-13,5.265840863955197e-10
1252,0.013538351415050966,2.988593144821631e-13,5.371229051055142e-10
1253,0.013616548381835512,3.04067881152828e-13,5.478863453847302e-10
1254,0.013695197011117717,3.0936722353449847e-13,5.58879511596583e-10
1255,0.013774299911681798,3.147589236804023e-13,5.701076318846406e-10
1256,0.013853859707380164,3.202445912160345e-13,5.815760613496496e-10
1257,0.013933879037220532,3.2582586381969656e-13,5.93290285311931e-10
1258,0.0140143605554534,3.3150440771140173e-13,6.052559226614839e-10
1259,0.014095306931660116,3.3728191815030466e-13,6.17478729298269e-10
1260,0.014176720850841415,3.431601199408011e-13,6.299646016651698e-10
1261,0.014258605013506492,3.4914076794744594e-13,6.427195803762199e-10
1262,0.014340962135762586,3.5522564761884823e-13,6.55749853942756e-10
1263,0.014423794949405017,3.614165755206898e-13,6.690617626002183e-10
1264,0.014507106202007885,3.6771539987804553e-13,6.826618022384443e-10
1265,0.014590898657015157,3.741240011271436e-13,6.96556628438304e-10
1266,0.014675175093832333,3.8064429247674764e-13,7.107530606176874e-10
1267,0.014759938307918653,3.8727822047932126e-13,7.252580862898958e-10
1268,0.014845191110879811,3.9402776561214786e-13,7.400788654375822e-10
1269,0.014930936330561239,4.0089494286857847e-13,7.552227350054924e-10
1270,0.01501717681114184,4.078818023595782e-13,7.706972135153213e-10
1271,0.015103915413228428,4.149904299257692e-13,7.865100058061541e-10
1272,0.015191155013950549,4.22222947760127e-13,8.026690079039687e-10
1273,0.015278898507055931,4.2958151504153776e-13,8.191823120238715e-10
1274,0.015367148803006473,4.3706832857939243e-13,8.360582117087873e-10
1275,0.0154559088290748,4.446856234694205e-13,8.53305207108447e-10
1276,0.015545181529441291,4.524356737609427e-13,8.709320104026144e-10
1277,0.015634969865291847,4.603207931357705e-13,8.889475513726728e-10
1278,0.015725276814916037,4.683433355989204e-13,9.073609831256796e-10
1279,0.01581610537380591,4.765056961813744e-13,9.261816879752621e-10
1280,0.01590745855475536,4.848103116550888e-13,9.454192834837583e-10
1281,0.015999339387960047,4.932596612604602e-13,9.650836286701684e-10
1282,0.01609175092111794,5.018562674464738e-13,9.851848303886158e-10
1283,0.01618469621953034,5.106026966237447e-13,1.0057332498821307e-09
1284,0.016278178366203648,5.195015599306962e-13,1.0267395095167656e-09
1285,0.016372200461951567,5.285555140130774e-13,1.0482144997011062e-09
1286,0.016466765625497985,5.377672618170728e-13,1.0701693859964787e-09
1287,0.016561876993580398,5.471395533962343e-13,1.092615616423252e-09
1288,0.016657537721053977,5.566751867324748e-13,1.1155649289688195e-09
1289,0.016753750980996223,5.663770085713735e-13,1.1390293593029942e-09
1290,0.01685051996481216,5.762479152720304e-13,1.1630212487067e-09
1291,0.016947847882340276,5.862908536717477e-13,1.1875532522200886e-09
1292,0.017045737961958945,5.965088219657641e-13,1.2126383470162679e-09
1293,0.017144193450693526,6.069048706023334e-13,1.2382898410071277e-09
1294,0.017243217614324062,6.174821031933967e-13,1.2645213816878625e-09
1295,0.017342813737493606,6.282436774411257e-13,1.2913469652270178e-09
1296,0.017442985123817197,6.391928060806204e-13,1.3187809458090755e-09
1297,0.017543735095991362,6.503327578390218e-13,1.3468380452367812e-09
1298,0.017645066995904447,6.616668584113635e-13,1.375533362800707e-09
1299,0.017746984184747384,6.731984914534066e-13,1.4048823854236083e-09
1300,0.017849490043125218,6.849310995917936e-13,1.4349009980875321e-09
1301,0.017952587971169217,6.968681854517974e-13,1.465605494551734e-09
1302,0.018056281388649703,7.090133127029951e-13,1.4970125883697796e-09
1303,0.018160573735089384,7.213701071231433e-13,1.529139424214371e-09
1304,0.018265468469877574,7.339422576806255e-13,1.5620035895188262e-09
1305,0.018370969072384856,7.467335176357372e-13,1.595623126444204e-09
1306,0.018477079042078515,7.597477056611797e-13,1.6300165441815219e-09
1307,0.018583801898638626,7.729887069820778e-13,1.6652028315986827e-09
1308,0.01869114118207478,7.864604745358627e-13,1.701201470242027e-09
1309,0.018799100452843547,8.001670301523782e-13,1.7380324477027612e-09
1310,0.018907683291966487,8.141124657545372e-13,1.7757162713587216e-09
1311,0.01901689330114906,8.283009445799314e-13,1.8142739825024068e-09
1312,0.0191267341029,8.427367024236997e-13,1.8537271708662994e-09
1313,0.019237209340651516,8.574240489030818e-13,1.89409798955706e-09
1314,0.01934832267888012,8.723673687439953e-13,1.9354091704103427e-09
1315,0.019460077803228202,8.875711230900449e-13,1.977684039778434e-09
1316,0.019572478420626288,9.03039850834343e-13,2.020946534763231e-09
1317,0.019685528259415924,9.187781699745308e-13,2.0652212199073927e-09
1318,0.019799231069473466,9.34790778991438e-13,2.110533304357078e-09
1319,0.01991359062233438,9.510824582517484e-13,2.1569086595097586e-09
1320,0.02002861071131837,9.676580714351204e-13,2.2043738371613056e-09
1321,0.020144295151655205,9.845225669861785e-13,2.252956088166768e-09
1322,0.020260647780611277,1.0016809795918149e-12,2.3026833816297964e-09
1323,0.020377672457616815,1.0191384316842179e-12,2.353584424635984e-09
1324,0.020495373064394026,1.036900134970133e-12,2.4056886825460827e-09
1325,0.02061375350508576,1.0549713919867372e-12,2.4590263998651733e-09
1326,0.020732817706385038,1.0733575976846524e-12,2.5136286217046974e-09
1327,0.020852569617665302,1.0920642410385402e-12,2.5695272158545165e-09
1328,0.020973013211111415,1.1110969066857665e-12,2.626754895482798e-09
1329,0.021094152481851435,1.1304612765936304e-12,2.685345242481991e-09
1330,0.02121599144808906,1.1501631317556331e-12,2.7453327314796814e-09
1331,0.021338534151237022,1.1702083539173377e-12,2.8067527545338383e-09
1332,0.021461784656051083,1.190602927332286e-12,2.86964164653222e-09
1333,0.021585747050764853,1.2113529405485176e-12,2.934036711316608e-09
1334,0.021710425447225425,1.2324645882262397e-12,2.9999762485530012e-09
1335,0.021835823981029744,1.253944172987159e-12,3.0674995813695e-09
1336,0.021961946811661824,1.2757981072960604e-12,3.1366470847843797e-09
1337,0.02208879812263062,1.2980329153751511e-12,3.207460214947279e-09
1338,0.02221638212160893,1.3206552351518112e-12,3.279981539217531e-09
1339,0.022344703040572882,1.343671820240249e-12,3.3542547671037954e-09
1340,0.022473765135942313,1.3670895419577112e-12,3.430324782090394e-09
1341,0.022603572688721985,1.3909153913758338e-12,3.508237674376211e-09
1342,0.02273413000464358,1.4151564814077417e-12,3.5880407745528375e-09
1343,0.022865441414308442,1.4398200489315026e-12,3.6697826882494057e-09
1344,0.02299751127333137,1.4649134569506364e-12,3.753513331772604e-09
1345,0.02313034396248499,1.4904441967922318e-12,3.839283968770685e-09
1346,0.023263943887845084,1.51641989034339e-12,3.927147247951699e-09
1347,0.02339831548093676,1.5428482923266488e-12,4.017157241886728e-09
1348,0.02353346319888143,1.5697372926150583e-12,4.109369486929884e-09
1349,0.02366939152454468,1.597094918587609e-12,4.203841024287814e-09
1350,0.023806104966684876,1.6249293375256877e-12,4.300630442272278e-09
1351,0.023943608060102862,1.653248859051349e-12,4.399797919770709e-09
1352,0.024081905365792276,1.6820619376080265e-12,4.501405270970059e-09
1353,0.02422100147109088,1.7113771749845151e-12,4.605515991370975e-09
1354,0.024360900989832703,1.7412033228829203e-12,4.712195305129885e-09
1355,0.0245016085625011,1.771549285531376e-12,4.821510213768027e-09
1356,0.02464312885638268,1.802424122342297e-12,4.933529546287371e-09
1357,0.024785466565722055,1.8338370506169306e-12,5.048324010734588e-09
1358,0.024928626411877663,1.865797448297104e-12,5.1659662472557304e-09
1359,0.02507261314347829,1.8983148567648654e-12,5.286530882684849e-09
1360,0.02521743153658062,1.9313989836909595e-12,5.410094586711831e-09
1361,0.025363086394827636,1.9650597059329266e-12,5.5367361296754184e-09
1362,0.025509582549607997,1.9993070724837237e-12,5.666536442029109e-09
1363,0.02565692486021619,2.034151307471704e-12,5.7995786755287114e-09
1364,0.025805118214013868,2.0696028132129404e-12,5.9359482661921765e-09
1365,0.02595416752659185,2.1056721733166845e-12,6.075732999083104e-09
1366,0.02610407774193322,2.142370155844976e-12,6.219023074971564e-09
1367,0.0262548538325773,2.1797077165273196e-12,6.365911178926844e-09
1368,0.0264065007997846,2.2176960020313765e-12,6.516492550898619e-09
1369,0.026559023673702734,2.2563463532906772e-12,6.67086505834457e-09
1370,0.026712427513533157,2.2956703088902854e-12,6.829129270963895e-09
1371,0.026866717407699157,2.3356796085115437e-12,6.991388537598611e-09
1372,0.027021898474014514,2.376386196436783e-12,7.1577490653651286e-09
1373,0.02717797585985329,2.417802225115144e-12,7.328320001081498e-09
1374,0.027334954742320578,2.459940058790546e-12,7.503213515056897e-09
1375,0.027492840328424212,2.5028122771928756e-12,7.682544887312048e-09
1376,0.027651637855247525,2.5582048643713355e-12,7.866432596301217e-09
1377,0.027811352590122938,2.617823264237118e-12,8.054998410208141e-09
1378,0.027971989830806867,2.678831057756264e-12,8.24836748089108e-09
1379,0.02813355490565531,2.741260624441277e-12,8.446668440552893e-09
1380,0.028296053173800642,2.8051450984020547e-12,8.650033501215767e-09
1381,0.02845949002532937,2.87051838593162e-12,8.858598557081148e-09
1382,0.028623870881460914,2.9374151835016657e-12,9.07250328985847e-09
1383,0.02878920119472747,3.0058709961775186e-12,9.291891277148226e-09
1384,0.028955486449154754,3.07592215646218e-12,9.516910103967178e-09
1385,0.02912273216044407,3.14760584357965e-12,9.747711477506664e-09
1386,0.029290943876155162,3.220960103207532e-12,9.984451345216217e-09
1387,0.029460127175890263,3.296023867669553e-12,1.0227290016308408e-08
1388,0.02963028767147915,3.3728369765986455e-12,1.0476392286782775e-08
1389,0.029801431007165334,3.451440198081618e-12,1.0731927568069703e-08
1390,0.029973562859793156,3.531875250296498e-12,1.0994070019397221e-08
1391,0.03014668893899627,3.6141848236542933e-12,1.1262998683987922e-08
1392,0.030320814987386917,3.698412603456606e-12,1.153889762919384e-08
1393,0.03049594678074642,3.784603293081345e-12,1.1821956090682273e-08
1394,0.030672090128216787,3.872802637708787e-12,1.211236862078707e-08
1395,0.0308492508724934,3.963057448600533e-12,1.2410335241143556e-08
1396,0.031027434890018833,4.0554156279443324e-12,1.2716061599728304e-08
1397,0.031206648091177663,4.1499261942777876e-12,1.3029759132427739e-08
1398,0.0313868964204927,4.246639308504762e-12,1.3351645229264127e-08
1399,0.03156818585682205,4.3456063005178926e-12,1.368194340540863e-08
1400,0.03175052241355745,4.446879696441643e-12,1.402088347711678e-08
1401,0.03193391213882376,4.550513246510218e-12,1.436870174272373e-08
1402,0.03211836111567954,4.656561953595161e-12,1.4725641168840714e-08
1403,0.0323038754623189,4.765082102397824e-12,1.509195158189796e-08
1404,0.03249046133227429,4.876131289322053e-12,1.5467889865182108e-08
1405,0.0326781249146208,4.989768453043223e-12,1.5853720161521657e-08
1406,0.03286687243418134,5.106053905789523e-12,1.624971408177558e-08
1407,0.03305671015173315,5.225049365352305e-12,1.6656150919286123e-08
1408,0.033247644364215456,5.346817987842431e-12,1.7073317870459733e-08
1409,0.03343968140493838,5.471424401210012e-12,1.7501510261644573e-08
1410,0.03363282764379289,5.5989347395452176e-12,1.794103178247665e-08
1411,0.033827089487462284,5.729416678178636e-12,1.8392194725872328e-08
1412,0.03402247337963458,5.862939469599523e-12,1.8855320234846927e-08
1413,0.03421898580121625,5.999573980211078e-12,1.9330738556345714e-08
1414,0.03441663327054725,6.1393927279424e-12,1.9818789302277054e-08
1415,0.034615422343617176,6.282469920736928e-12,2.0319821717942107e-08
1416,0.034815359614282795,6.428881495937873e-12,2.0834194958060397e-08
1417,0.03501645171448662,6.578705160591385e-12,2.136227837059448e-08
1418,0.03521870531447711,6.732020432689273e-12,2.1904451788584064e-08
1419,0.03542212712302975,6.8889086833725655e-12,2.2461105830200982e-08
1420,0.03562672388766965,7.049453180118758e-12,2.3032642207245414e-08
1421,0.03583250239489536,7.213739130935576e-12,2.3619474042306427e-08
1422,0.036039469470403956,7.38185372958452e-12,2.4222026194815664e-08
1423,0.03624763197931751,7.553886201858525e-12,2.4840735596228757e-08
1424,0.03645699682641063,7.729927852937822e-12,2.5476051594573175e-08
1425,0.03666757095633976,7.91007211584984e-12,2.6128436308609507e-08
1426,0.03687936135387333,8.094414601058043e-12,2.6798364991854217e-08
1427,0.037092375044123535,8.283053147206654e-12,2.7486326406722265e-08
1428,0.03730661909277932,8.476087873047917e-12,2.819282320905073e-08
1429,0.037522100606340786,8.673621230579532e-12,2.8918372343271726e-08
1430,0.037738826732354805,8.875758059420296e-12,2.966350544850829e-08
1431,0.03795680465965228,9.082605642453296e-12,3.0428769275874505e-08
1432,0.03817604161858648,9.294273762765498e-12,3.121472611726463e-08
1433,0.0383965448812729,9.510874761914484e-12,3.202195424592512e-08
1434,0.03861832176183047,9.73252359955304e-12,3.285104836910872e-08
1435,0.03884137961662419,9.959337914443303e-12,3.3702620093116296e-08
1436,0.039065725844509146,1.0191438086892852e-11,3.457729840103948e-08
1437,0.039291367887075795,1.0428947302645616e-11,3.5475730143522897e-08
1438,0.03951831322889705,1.0671991618262266e-11,3.639858054287518e-08
1439,0.03974656939777636,1.092070002802374e-11,3.73465337108595e-08
1440,0.03997614396499746,1.1175204532394221e-11,3.8320293180507935e-08
1441,0.04020704454557553,1.1435640208079616e-11,3.932058245230772e-08
1442,0.04043927879850973,1.1702145279718617e-11,4.0348145555116464e-08
1443,0.04067285442703737,1.1974861193244694e-11,4.140374762217227e-08
1444,0.0409077791788892,1.2253932690957433e-11,4.24881754825706e-08
1445,0.04114406084654667,1.2539507888343909e-11,4.3602238268592856e-08
1446,0.041381707267500255,1.283173835268992e-11,4.4746768039274306e-08
1447,0.041620726324509444,1.313077918352337e-11,4.592262042061359e-08
1448,0.041861125945864226,1.3436789094932464e-11,4.7130675262832364e-08
1449,0.042102914105648134,1.3749930499802284e-11,4.837183731510525e-08
1450,0.042346098824002525,1.4070369596014152e-11,4.964703691818712e-08
1451,0.04259068816739291,1.4398276454654525e-11,5.0957230715381883e-08
1452,0.04283669024887633,1.4733825110278968e-11,5.230340238229872e-08
1453,0.04308411322837052,1.5077193653279928e-11,5.368656337586095e-08
1454,0.04333296531292455,1.5428564324407153e-11,5.5107753703041254e-08
1455,0.04358325475699109,1.578812361149087e-11,5.656804270980849e-08
1456,0.043834989862700235,1.6156062348419105e-11,5.806852989078695e-08
1457,0.04408817898013471,1.6532575816421326e-11,5.961034572013862e-08
1458,0.044342830507607095,1.691786384771315e-11,6.119465250419953e-08
1459,0.044598952891938264,1.731213093155583e-11,6.282264525640764e-08
1460,0.04485655462873756,1.7715586322787736e-11,6.449555259508234e-08
1461,0.04511564426268465,1.8128444152885065e-11,6.621463766462976e-08
1462,0.04537623038781288,1.85509235436108e-11,6.798119908076415e-08
1463,0.04563832164779447,1.8983248723312367e-11,6.979657190035663e-08
1464,0.04590192673622699,1.9425649145929107e-11,7.166212861653684e-08
1465,0.046167054396921994,1.9878359612773992e-11,7.357928017970365e-08
1466,0.04643371342419492,2.0341620397152756e-11,7.554947704510777e-08
1467,0.04670191266315677,2.081567737188744e-11,7.757421024770588e-08
1468,0.046971661010007604,2.1300782139812002e-11,7.965501250500263e-08
1469,0.04724296741233153,2.179719216730889e-11,8.179345934862312e-08
1470,0.047515840869393595,2.2305170920957903e-11,8.39911702853893e-08
1471,0.0477902904324381,2.2824988007369047e-11,8.624980998869562e-08
1472,0.0480663252049891,2.3356919316275166e-11,8.857108952102192e-08
1473,0.048343954343152196,2.390124716695836e-11,9.095676758843781e-08
1474,0.04862318705591827,2.4458260458089307e-11,9.340865182800213e-08
1475,0.04890403260546896,2.502825482105843e-11,9.592860012899085e-08
1476,0.04918650030748395,2.5611532776880604e-11,9.851852198892564e-08
1477,0.049470599531449756,2.620840389675589e-11,1.0118037990541794e-07
1478,0.04975633970097081,2.6819184966373133e-11,1.0391619080489284e-07
1479,0.05004373029408187,2.7444200154041686e-11,1.0672802750929156e-07
1480,0.0503327808435624,2.8083781182741804e-11,1.0961802024191468e-07
1481,0.050623500937252854,2.8738267506184594e-11,1.1258835817361412e-07
1482,0.050915900218372626,2.9408006488975034e-11,1.1564129101059925e-07
1483,0.051209988385840025,3.0093353590973605e-11,1.1877913062518429e-07
1484,0.051505775194593754,3.079467255595415e-11,1.220042527308643e-07
1485,0.05180327045591681,3.1512335604659186e-11,1.2531909860318423e-07
1486,0.052102484037761694,3.2246723632353374e-11,1.2872617684792018e-07
1487,0.052403425865077805,3.299822641098149e-11,1.3222806521818738e-07
1488,0.05270610592014066,3.376724279603752e-11,1.3582741248215744e-07
1489,0.05301053424288297,3.455418093825464e-11,1.395269403431569e-07
1490,0.05331672093122776,3.535945850022898e-11,1.4332944541401417e-07
1491,0.05362467614142308,3.6183502878090914e-11,1.4723780124760502e-07
1492,0.05393441008837921,3.702675142834372e-11,1.512549604256726e-07
1493,0.05424593304600729,3.7889651699987295e-11,1.553839567080737e-07
1494,0.05455925534756016,3.877266167205233e-11,1.59627907244745e-07
1495,0.054874387385975096,3.967624999666966e-11,1.6399001485278629e-07
1496,0.055191339614218606,4.06008962478048e-11,1.6847357036119137e-07
1497,0.055510122545632964,4.1547091175788284e-11,1.7308195502588314e-07
1498,0.05583074675428522,4.2515336967779223e-11,1.7781864301786566e-07
1499,0.05615322287531777,4.350614751429757e-11,1.8268720398743035e-07
1500,0.05647756160530116,4.452004868196834e-11,1.8769130570752713e-07
1501,0.05680377370258887,4.555757859262233e-11,1.9283471679956924e-07
1502,0.057131869987674215,4.6619287908900743e-11,1.9812130954510598e-07
1503,0.057461861343549296,4.7705740126516434e-11,2.0355506278698375e-07
1504,0.057793758716065735,4.88175118733248e-11,2.091400649237918e-07
1505,0.05812757311429815,4.995519321536688e-11,2.148805170016079e-07
1506,0.058463315610909054,5.111938797004229e-11,2.2078073590722614e-07
1507,0.05880099734251622,5.2310714026581976e-11,2.268451576672979e-07
1508,0.05914062951006204,5.3529803673989e-11,2.3307834085801553e-07
1509,0.05948222337918514,5.477730393662223e-11,2.394849701302086e-07
1510,0.059825790280594045,5.605387691760052e-11,2.460698598549541e-07
1511,0.06017134161044281,5.7360200150209254e-11,2.528379578950484e-07
1512,0.060518888830709404,5.869696695749812e-11,2.597943495079639e-07
1513,0.06086844346957566,6.006488682025737e-11,2.6694426138613546e-07
1514,0.0612200171218097,6.146468575357039e-11,2.7429306584073584e-07
1515,0.06157362144915057,6.289710669214194e-11,2.818462851353522e-07
1516,0.061929268180695114,6.43629098846064e-11,2.8960959597627225e-07
1517,0.062286969113286746,6.586287329702406e-11,2.9758883416636893e-07
1518,0.06264673611190719,6.739779302578332e-11,3.057899994298995e-07
1519,0.06300858111006974,6.896848372012301e-11,3.142192604157933e-07
1520,0.06337251611021516,7.057577901450259e-11,3.2288295988735625e-07
1521,0.06373855318410987,7.222053197104885e-11,3.317876201066053e-07
1522,0.06410670447324629,7.390361553231308e-11,3.4093994842176614e-07
1523,0.06447698218924566,7.562592298458048e-11,3.5034684306679055e-07
1524,0.0648493986142629,7.738836843197502e-11,3.6001539918204787e-07
1525,0.06522396610139428,7.919188728161639e-11,3.69952915065696e-07
1526,0.06560069707508705,8.10374367400808e-11,3.8016689866549597e-07
1527,0.06597960403155152,8.292599632143218e-11,3.9066507432118813e-07
1528,0.06636069953917566,8.485856836709387e-11,4.014553897678269e-07
1529,0.06674399623894185,8.683617857783455e-11,4.1254602341075915e-07
1530,0.06712950684484642,8.885987655815371e-11,4.2394539188322777e-07
1531,0.06751724414432098,9.093073637335074e-11,4.356621578978144e-07
1532,0.06790722099865702,9.304985711958111e-11,4.4770523840324937e-07
1533,0.0682994503434323,9.521836350719312e-11,4.600838130582566e-07
1534,0.06869394518893988,9.74374064576615e-11,4.7280733303439226e-07
1535,0.06909071862061984,9.970816371443245e-11,4.858855301599718e-07
1536,0.06948978379949321,1.0203184046800311e-10,4.99328426417345e-07
1537,0.06989115396259839,1.0440966999556835e-10,5.131463438058896e-07
1538,0.07029484242343055,1.0684291431557716e-10,5.27349914583208e-07
1539,0.07070086257238302,1.0933286485753934e-10,5.419500918969939e-07
1540,0.07110922787719148,1.1188084314744478e-10,5.569581608200874e-07
1541,0.07151995188338071,1.144882015091546e-10,5.723857498011522e-07
1542,0.0719330482147139,1.1715632378213935e-10,5.882448425433013e-07
1543,0.0723485305736446,1.198866260559436e-10,6.045477903228355e-07
1544,0.07276641274177094,1.2268055742176457e-10,6.213073247599932e-07
1545,0.07318670858029327,1.2553960074155182e-10,6.385365710533795e-07
1546,0.07360943203047354,1.2846527343502465e-10,6.562490616892361e-07
1547,0.07403459711409792,1.3145912828503446e-10,6.744587506363782e-07
1548,0.07446221793394177,1.3452275426169388e-10,6.93180028036984e-07
1549,0.07489230867423757,1.3765777736571373e-10,7.124277354028313e-07
1550,0.0753248836011454,1.4086586149139314e-10,7.322171813258035e-07
1551,0.0757599570632259,1.4414870930971905e-10,7.525641577106528e-07
1552,0.07619754349191658,1.4750806317205144e-10,7.734849565370979e-07
1553,0.07663765740201034,1.509457060348641e-10,7.949963871571812e-07
1554,0.07708031339213688,1.5446346240603776e-10,8.171157941327213e-07
1555,0.077525526145247,1.5806319931320668e-10,8.398610756163368e-07
1556,0.07797331042909966,1.6174682729467228e-10,8.632507022781169e-07
1557,0.07842368109675185,1.6551630141341033e-10,8.873037367784396e-07
1558,0.07887665308705097,1.693736222947055e-10,9.120398537857406e-07
1559,0.07933224142513083,1.7332083718797539e-10,9.374793605362929e-07
1560,0.07979046122290974,1.773600410533329e-10,9.6364321793095e-07
1561,0.08025132767959182,1.8149337767347413e-10,9.905530621618825e-07
1562,0.0807148560821712,1.8572304079147774e-10,1.0182312268600066e-06
1563,0.08118106180593909,1.9005127527512164e-10,1.0467007657514995e-06
1564,0.08164996031499358,1.9448037830832951e-10,1.075985475809296e-06
1565,0.08212156716275297,1.9901270061039206e-10,1.1061099208829265e-06
1566,0.08259589799247138,2.0365064768359313e-10,1.1370994557872372e-06
1567,0.08307296853775777,2.0839668108991695e-10,1.1689802508278604e-06
1568,0.08355279462309773,2.1325331975750628e-10,1.2017793167382953e-06
1569,0.08403539216437847,2.1822314131756849e-10,1.2355245300005678e-06
1570,0.0845207771694168,2.2330878347243863e-10,1.2702446585183589e-06
1571,0.08500896573848979,2.2851294539551962e-10,1.3059693876084194e-06
1572,0.08549997406486926,2.3383838916385746e-10,1.3427293462731042e-06
1573,0.08599381843535865,2.392879412240939e-10,1.3805561337136176e-06
1574,0.08649051523083333,2.4486449389258547e-10,1.419482346040685e-06
1575,0.08699008092678392,2.505710068904834e-10,1.4595416031363537e-06
1576,0.08749253209386283,2.5641050891458755e-10,1.5007685756177614e-06
1577,0.08799788539843392,2.623860992448085e-10,1.5431990118510778e-06
1578,0.08850615760312508,2.6850094938908906e-10,1.586869764961243e-06
1579,0.08901736556738468,2.7475830476666764e-10,1.6318188197810615e-06
1580,0.08953152624804052,2.8116148643056047e-10,1.6780853196810114e-06
1581,0.09004865669986233,2.8771389283019194e-10,1.7257095932198114e-06
1582,0.09056877407612748,2.9441900161510033e-10,1.7747331805544834e-06
